id,source_split,text,tokens,labels,is_correct,review_note
train_003906,train,"Mẹ nên tăng cường cho bé bú nhiều lần, đồng thời mẹ ăn những thực phẩm dễ tiêu, mát, ăn nhiều rau xanhngoài ra nên massage bụng cho bé hằng ngày bạn xoa bụng cho bé từ phải sang trái, từ dưới lên trên để chống táo bón, kích thích tuần hoàn và tiêu hóa của bé. Thân mến. 1 bên mắt của mình bị vết vàng trong lòng trắng. Các bs tư vấn giúp mình với. Xin cảm ơn ạ chào bạn. Vết sắc tố tày xuất hiện lâu chưa? Có tăbg kích thước theo thòei gian không? Ko tăng bs ạ. Xuất hiện lâu rồi ạ đây là một mảng thay đổi sắc tổ ở kết mạc nhãn cầu thôi bạn. Thường lành tính. Bs oi. Bố e bị đau mắt cứ mở là đau lên đầu. Bố e bi tieu duong và xơ gan.",mẹ nên tăng cường cho bé bú nhiều lần đồng thời mẹ ăn những thực phẩm dễ tiêu mát ăn nhiều rau xanhngoài ra nên massage bụng cho bé hằng ngày bạn xoa bụng cho bé từ phải sang trái từ dưới lên trên để chống táo bón kích thích tuần hoàn và tiêu hóa của bé thân mến 1 bên mắt của mình bị vết vàng trong lòng trắng các bs tư vấn giúp mình với xin cảm ơn ạ chào bạn vết sắc tố tày xuất hiện lâu chưa có tăbg kích thước theo thòei gian không ko tăng bs ạ xuất hiện lâu rồi ạ đây là một mảng thay đổi sắc tổ ở kết mạc nhãn cầu thôi bạn thường lành tính bs oi bố e bị đau mắt cứ mở là đau lên đầu bố e bi tieu duong và xơ gan,O O O O O O O O COMMA O O O O O O O O COMMA COMMA O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O COMMA O O O O O O O O PERIOD O PERIOD O O O O O O O O O O PERIOD O O O O O O PERIOD O O O O O PERIOD O O O O O O O QUESTION O O O O O O O QUESTION O O O PERIOD O O O O O O O O O O O O O O O O O O O PERIOD O O PERIOD O PERIOD O O O O O O O O O O PERIOD O O O O O O O PERIOD,,
train_004166,train,"Nhờ bác sỹ xem giúp nổi cả tay, chân, lưng nổi cả ở mặt nữa ạ bé đã uống thuốc gì chưa? Bé chưa uống ạ.",nhờ bác sỹ xem giúp nổi cả tay chân lưng nổi cả ở mặt nữa ạ bé đã uống thuốc gì chưa bé chưa uống ạ,O O O O O O O COMMA COMMA O O O O O O O O O O O O QUESTION O O O PERIOD,,
train_004208,train,"Bạn uống thuốc này không ảnh hưởng đến chất lượng sữa đâu bạn nếu bạn vẫn đau đầu thì bạn có thể uống paracetamol như thuốc paradol bạn có uống cách nhau ít nhất 4h, mỗi lần 1 viên 500mg, ngày uống không quá 4g bạn nhé. Tránh quá liều thuốc gây ảnh hưởng em cảm ơn bác sĩ ạ bác sỉ cho e hỏie tim vecxin ngày 17/8hôm nay đc 3 ngàykhi tim về e không có phản ứng gì hếtnhưng lại đi vệ sinh nhiều lần trong ngàytừ 5 đến 7 làn 1 ngàybác sỉ cho hỏi như vậy có vấn đề gì không chào bạn. Ở đây bạn không nói rõ là loại vaccin gì. Bác sĩ đoán là bạn nhắc đến vaccin ngừa covid 19.",bạn uống thuốc này không ảnh hưởng đến chất lượng sữa đâu bạn nếu bạn vẫn đau đầu thì bạn có thể uống paracetamol như thuốc paradol bạn có uống cách nhau ít nhất 4h mỗi lần 1 viên 500mg ngày uống không quá 4g bạn nhé tránh quá liều thuốc gây ảnh hưởng em cảm ơn bác sĩ ạ bác sỉ cho e hỏie tim vecxin ngày 17/8hôm nay đc 3 ngàykhi tim về e không có phản ứng gì hếtnhưng lại đi vệ sinh nhiều lần trong ngàytừ 5 đến 7 làn 1 ngàybác sỉ cho hỏi như vậy có vấn đề gì không chào bạn ở đây bạn không nói rõ là loại vaccin gì bác sĩ đoán là bạn nhắc đến vaccin ngừa covid 19,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O COMMA O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD O O O O O O O O O O PERIOD,,
train_005696,train,"Để tiêm vắc xin thì bạn phải có phiếu tiêm, có tên trong danh sách tiêm. Trường hợp bạn đã có phiếu tiêm và được yêu cầu đến bệnh viện tiêm thì bạn phải làm theo qui định về test covid của bệnh viện. Chào alobacsi, em phát hiện bị nhiễm virus gan b năm 15 tuổi năm nay em 26 tuổi và chưa điều trị lần nào do gia đình không có điều kiện. Gần đây, em bị đi tiêu chảy nhiều ngày, có lúc nổi từng vùng đỏ trên người. Xin bác sĩ cho biết, em cần làm các xét nghiệm nào để biết tình trạng bệnh nhiễm virus b để kịp thời điều trị. Cảm ơn các bs. Chào em, 1.",để tiêm vắc xin thì bạn phải có phiếu tiêm có tên trong danh sách tiêm trường hợp bạn đã có phiếu tiêm và được yêu cầu đến bệnh viện tiêm thì bạn phải làm theo qui định về test covid của bệnh viện chào alobacsi em phát hiện bị nhiễm virus gan b năm 15 tuổi năm nay em 26 tuổi và chưa điều trị lần nào do gia đình không có điều kiện gần đây em bị đi tiêu chảy nhiều ngày có lúc nổi từng vùng đỏ trên người xin bác sĩ cho biết em cần làm các xét nghiệm nào để biết tình trạng bệnh nhiễm virus b để kịp thời điều trị cảm ơn các bs chào em 1,O O O O O O O O O COMMA O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O COMMA O O O O O O COMMA O O O O O O O PERIOD O O O O COMMA O O O O O O O O O O O O O O O O O O O PERIOD O O O PERIOD O COMMA PERIOD,,
train_006007,train,"Những bảng trắc nghiệm đó chỉ là một trong những quy trình để chẩn đoán bệnh, những test đó chỉ hỗ trợ cho việc chẩn đoán không thể lấy bảng nào cho bệnh nhân tự test, sau khi thấy có những điểm đó rồi đưa ra chẩn đoán có trầm cảm hay không. Người bác sĩ phải khám trên lâm sàng, hỏi bệnh, quan sát, nhìn, sờ, hỏi, nghe gồm nhiều triệu chứng đưa vào trong triệu chứng và phải đầy đủ các triệu chứng trong hội chứng, thời gian xuất hiện triệu chứng đó bao lâu vào trong khung chẩn đoán, sau đó các bác sĩ chuyển qua bộ phận cận lâm sàng, tức là test tâm lý để so với triệu chứng đúng của bệnh chứ không phỉ làm test rồi mới xác định triệu chứng của bệnh hay không.",những bảng trắc nghiệm đó chỉ là một trong những quy trình để chẩn đoán bệnh những test đó chỉ hỗ trợ cho việc chẩn đoán không thể lấy bảng nào cho bệnh nhân tự test sau khi thấy có những điểm đó rồi đưa ra chẩn đoán có trầm cảm hay không người bác sĩ phải khám trên lâm sàng hỏi bệnh quan sát nhìn sờ hỏi nghe gồm nhiều triệu chứng đưa vào trong triệu chứng và phải đầy đủ các triệu chứng trong hội chứng thời gian xuất hiện triệu chứng đó bao lâu vào trong khung chẩn đoán sau đó các bác sĩ chuyển qua bộ phận cận lâm sàng tức là test tâm lý để so với triệu chứng đúng của bệnh chứ không phỉ làm test rồi mới xác định triệu chứng của bệnh hay không,O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O PERIOD O O O O O O O COMMA O COMMA O COMMA COMMA COMMA COMMA O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O COMMA O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_007332,train,"Tôi không chắc có phải đang bị rào ngược dạ dày không? Mong bác sĩ chẩn đoán. Trẻ dưới 3 tháng tuổi quấy khóc có nhiều lý do, ví dụ bú chưa đủ, tã quấn chặt, đau bụng và giai đoạn này nhiều trẻ bị trớ do dạ dày và cơ thắt tâm vị đang phát triển. Ngoài ra một số bất thường hệ tiêu hóa cũng có triệu chứng nôn trớ hoặc dị ứng sữa để đánh giá bé bé trớ và quấy khóc do sinh lý hay bệnh lý gia đình nên cho bé khám chuyên khoa nội nhi xin chào bác sĩ, bs cho em hỏi. Em có thai được 20 tuần rồi. Mà bụng nhỏ xí so với các bạn mang thai cùng tháng. Từ hồi có bầu đến giờ chẳng tăng được ký nào. Em cao 1m53 nặng 43 kgem lo quá.",tôi không chắc có phải đang bị rào ngược dạ dày không mong bác sĩ chẩn đoán trẻ dưới 3 tháng tuổi quấy khóc có nhiều lý do ví dụ bú chưa đủ tã quấn chặt đau bụng và giai đoạn này nhiều trẻ bị trớ do dạ dày và cơ thắt tâm vị đang phát triển ngoài ra một số bất thường hệ tiêu hóa cũng có triệu chứng nôn trớ hoặc dị ứng sữa để đánh giá bé bé trớ và quấy khóc do sinh lý hay bệnh lý gia đình nên cho bé khám chuyên khoa nội nhi xin chào bác sĩ bs cho em hỏi em có thai được 20 tuần rồi mà bụng nhỏ xí so với các bạn mang thai cùng tháng từ hồi có bầu đến giờ chẳng tăng được ký nào em cao 1m53 nặng 43 kgem lo quá,O O O O O O O O O O O QUESTION O O O O PERIOD O O O O O O O O O O COMMA O O O O COMMA O O COMMA O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O PERIOD O O O O O O PERIOD O O O O O O O O O O O PERIOD O O O O O O O O O O PERIOD O O O O O O O PERIOD,,
train_008676,train,"Bác sĩ cho em hỏi sao em sét nhiêm vậy mà 7 phút đã song rồi ạ test nhanh thôi bạn, như test nhanh covid ấy, bạn lấy dịch cơ thể xong nhỏ dung môi vào là hiện kết quả luôn sau vài phút thôi. Dạ vậy em cảm ơn bác sĩ ạ chào bác sĩ. Cách đây 1 tuần cháu và bạn trai có quan hệ. Bạn trai cháu năm nay 26 tuổi có nói bị tiểu buốt và dắt 2 tuần nay. Cháu mới biết là cách đó 2 tuần bạn trai cháu có quan hệ không dùng bao với 1 người khác. Sau khi quan hệ với bạn trai cháu thì 2 ngày sau cháu thấy ngứa vùng kín và tiểu buốt nên đi khám.",bác sĩ cho em hỏi sao em sét nhiêm vậy mà 7 phút đã song rồi ạ test nhanh thôi bạn như test nhanh covid ấy bạn lấy dịch cơ thể xong nhỏ dung môi vào là hiện kết quả luôn sau vài phút thôi dạ vậy em cảm ơn bác sĩ ạ chào bác sĩ cách đây 1 tuần cháu và bạn trai có quan hệ bạn trai cháu năm nay 26 tuổi có nói bị tiểu buốt và dắt 2 tuần nay cháu mới biết là cách đó 2 tuần bạn trai cháu có quan hệ không dùng bao với 1 người khác sau khi quan hệ với bạn trai cháu thì 2 ngày sau cháu thấy ngứa vùng kín và tiểu buốt nên đi khám,O O O O O O O O O O O O O O O O O O O O COMMA O O O O COMMA O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O PERIOD O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_009117,train,"Ngoài ra, tình trạng khó đi vào giấc ngủ còn có thể do một số nguyên nhân như sử dụng các chất kích thích như trà, café trước đó, các yếu tố tâm lý căng thẳng, lo lắng, sợ hãi, xem ti vi nhiều trước lúc ngủ nếu như khám sức khỏe tổng quát trước đó bình thường, hạn chế các yếu tố gây khó ngủ đã nêu trên mà mẹ bạn vẫn khó đi vào giấc ngủ thì nên đưa mẹ tới khám chuyên khoa tâm thần kinh. Tại tphcm có thể tới bệnh viện tâm thần tphcm, phòng khám tâm thần kinh - bệnh viện nguyễn tri phương bạn nhé. Thân mến. Chào bác sĩ. Cháu nhà em hiện tại gần 1 tháng tuổi. Bé có bị nổi những nốt đỏ trên cổ, ngực, tay và 2 chân.",ngoài ra tình trạng khó đi vào giấc ngủ còn có thể do một số nguyên nhân như sử dụng các chất kích thích như trà café trước đó các yếu tố tâm lý căng thẳng lo lắng sợ hãi xem ti vi nhiều trước lúc ngủ nếu như khám sức khỏe tổng quát trước đó bình thường hạn chế các yếu tố gây khó ngủ đã nêu trên mà mẹ bạn vẫn khó đi vào giấc ngủ thì nên đưa mẹ tới khám chuyên khoa tâm thần kinh tại tphcm có thể tới bệnh viện tâm thần tphcm phòng khám tâm thần kinh - bệnh viện nguyễn tri phương bạn nhé thân mến chào bác sĩ cháu nhà em hiện tại gần 1 tháng tuổi bé có bị nổi những nốt đỏ trên cổ ngực tay và 2 chân,O COMMA O O O O O O O O O O O O O O O O O O O O O O O COMMA O O COMMA O O O O O O COMMA O COMMA O COMMA O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O COMMA O O O O O O O O O O O O PERIOD O PERIOD O O PERIOD O O O O O O O O PERIOD O O O O O O O O COMMA COMMA O O O PERIOD,,
train_009359,train,"Ti-rads-6 biết chắc chắn bướu ác tính trước đó. Như vậy, nhân giáp ở thùy trái tuyến giáp của em được đánh giá là tirads-3, tức là nhiều khả năng lành tính và có 17 nguy cơ ác tính, em nên gặp bác sĩ điều trị của mình, hoặc bác sĩ chuyên khoa nội tiết - bướu giáp để xem xét thêm các yếu tố khác chức năng tuyến giáp, độ tuổi, triệu chứng để quyết định có cần chọc hút tế bào bằng kim nhỏ fna nhân này hay không. Nhân giáp ti-rads 3 theo thời gian có thể tiến triển lên ti-rads 4, hoặc có thể đứng yên tại chỗ ti-rads 3, không đoán trước được. Đối với các nhân giáp nhỏ từ 1-2cm thì người bệnh chỉ cần theo dõi sức khỏe.",ti-rads-6 biết chắc chắn bướu ác tính trước đó như vậy nhân giáp ở thùy trái tuyến giáp của em được đánh giá là tirads-3 tức là nhiều khả năng lành tính và có 17 nguy cơ ác tính em nên gặp bác sĩ điều trị của mình hoặc bác sĩ chuyên khoa nội tiết - bướu giáp để xem xét thêm các yếu tố khác chức năng tuyến giáp độ tuổi triệu chứng để quyết định có cần chọc hút tế bào bằng kim nhỏ fna nhân này hay không nhân giáp ti-rads 3 theo thời gian có thể tiến triển lên ti-rads 4 hoặc có thể đứng yên tại chỗ ti-rads 3 không đoán trước được đối với các nhân giáp nhỏ từ 1-2cm thì người bệnh chỉ cần theo dõi sức khỏe,O O O O O O O O PERIOD O COMMA O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O COMMA O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O COMMA O COMMA O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O COMMA O O O O O O O O COMMA O O O PERIOD O O O O O O O O O O O O O O O O PERIOD,,
train_010329,train,"Em có search mạng thì người ta bảo là bị trào ngược axit, em có điều chỉnh ăn uống lại, ăn nhiêug rau và ăn ít lại thành nhiều bữa ăn. Nhưng mà bụng vẫn cứ đau râm râm, khó chịu, em còn khó đi nặng nữa. Không biết bác sĩ có loại thuốc nào để chữa căn bệnh này không ạ? Đây là thuốc mà lúc bị đau em sẽ uống ạ. Em cảm ơn bác sĩ ạ. Chào em chào bác sĩ ạ bác sĩ cho em hỏi em bị 2 tuần rồi thì có bị nặng hơn không ạ, tại em không thể đi khám được em bị lần đầu hay sao?",em có search mạng thì người ta bảo là bị trào ngược axit em có điều chỉnh ăn uống lại ăn nhiêug rau và ăn ít lại thành nhiều bữa ăn nhưng mà bụng vẫn cứ đau râm râm khó chịu em còn khó đi nặng nữa không biết bác sĩ có loại thuốc nào để chữa căn bệnh này không ạ đây là thuốc mà lúc bị đau em sẽ uống ạ em cảm ơn bác sĩ ạ chào em chào bác sĩ ạ bác sĩ cho em hỏi em bị 2 tuần rồi thì có bị nặng hơn không ạ tại em không thể đi khám được em bị lần đầu hay sao,O O O O O O O O O O O O COMMA O O O O O O COMMA O O O O O O O O O O PERIOD O O O O O O O COMMA O COMMA O O O O O PERIOD O O O O O O O O O O O O O O QUESTION O O O O O O O O O O PERIOD O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O QUESTION,,
train_010459,train,"Theo ảnh chụp thì bạn đang bị rụng tóc ở đỉnh đầu. Do nang tóc bên dưới da đầu của rụng tóc hói ngày càng thu nhỏ nên dù bạn có cạo tóc cũng không giúp tóc ra dày và không rụng được. Vì thế bạn nên đến chuyên khoa da liễu để được điều trị theo tiêu chuẩn thuốc uống và thuốc bôi. Chúc bạn nhiều sức khỏe. Thân chào bạn. Hôm nay em uống nhầm thuốc đặt phụ khoa neometin, có sao không bác sĩ ơi? Mong bác sĩ cho lời khuyên ạ. Em cảm ơn. Chào bạn, hàm lượng và tá dược của thuốc neometin không phù hợp dùng đường uống và có thể gây hại. Các triệu chứng có thể gặp bao gồm buồn nôn, nôn, tê bì, run tay, nếu nặng có thể co giật.",theo ảnh chụp thì bạn đang bị rụng tóc ở đỉnh đầu do nang tóc bên dưới da đầu của rụng tóc hói ngày càng thu nhỏ nên dù bạn có cạo tóc cũng không giúp tóc ra dày và không rụng được vì thế bạn nên đến chuyên khoa da liễu để được điều trị theo tiêu chuẩn thuốc uống và thuốc bôi chúc bạn nhiều sức khỏe thân chào bạn hôm nay em uống nhầm thuốc đặt phụ khoa neometin có sao không bác sĩ ơi mong bác sĩ cho lời khuyên ạ em cảm ơn chào bạn hàm lượng và tá dược của thuốc neometin không phù hợp dùng đường uống và có thể gây hại các triệu chứng có thể gặp bao gồm buồn nôn nôn tê bì run tay nếu nặng có thể co giật,O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O PERIOD O O O O PERIOD O O PERIOD O O O O O O O O O COMMA O O O O O QUESTION O O O O O O PERIOD O O PERIOD O COMMA O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O COMMA COMMA O COMMA O COMMA O O O O O PERIOD,,
train_011396,train,"Đối với bệnh viêm loét dạ dày, việc điều trị cần đúng thuốc, kết hợp với việc kiêng cữ phù hợp. Nếu dùng thuốc chưa đủ liều không kiêng cữ đúng mức thì bệnh sẽ tái phát nên bạn thấy không hết bệnh. Cách tốt nhất là bạn trở lại tái khám nơi bác sĩ đang điều trị cho bạn để được xem xét kỹ lại bệnh và dùng thuốc phù hợp. Nếu bạn muốn dùng thêm thuốc nam thì bác sĩ sẽ căn cứ vào tình trạng bệnh của bạn để chỉ định cho bạn dùng. Em bị tai nghe kém khoảng 1 năm rồi người khác nói nhỏ không nghe được nếu nghe được thì chỉ biết là âm thanh có phát ra nhưng không hiểu người ta nói gì nghe không rõ.",đối với bệnh viêm loét dạ dày việc điều trị cần đúng thuốc kết hợp với việc kiêng cữ phù hợp nếu dùng thuốc chưa đủ liều không kiêng cữ đúng mức thì bệnh sẽ tái phát nên bạn thấy không hết bệnh cách tốt nhất là bạn trở lại tái khám nơi bác sĩ đang điều trị cho bạn để được xem xét kỹ lại bệnh và dùng thuốc phù hợp nếu bạn muốn dùng thêm thuốc nam thì bác sĩ sẽ căn cứ vào tình trạng bệnh của bạn để chỉ định cho bạn dùng em bị tai nghe kém khoảng 1 năm rồi người khác nói nhỏ không nghe được nếu nghe được thì chỉ biết là âm thanh có phát ra nhưng không hiểu người ta nói gì nghe không rõ,O O O O O O COMMA O O O O O COMMA O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_012157,train,"Các nguyên nhân lành tính của xì hơi nhiều gồm viêm dạ dày, hội chứng ruột kích thích, loạn khuẩn ruột, nhiễm giun sán và phần lớn là do nguyên nhân từ thực phẩm ăn vào, gồm chế độ ăn nhiều tinh bột, khoai, đậu, mì gói, nước có gas, trứng, rượu, đường nhân tạo để giảm xì hơi, em nên khám chuyên khoa tiêu hóa để xác định nguyên nhân và điều trị thích hợp, điều chỉnh lại chế độ ăn, hạn chế ăn đồ chua cay, nước có gas, nhiều dầu mỡ, nhiều gia vị, café, bia rượu và các thực phẩm làm tăng tạo hơi đường ruột, có thể dùng thêm probio hay sữa chua mỗi ngày để bổ sung vi khuẩn đường ruột. Thân mến.",các nguyên nhân lành tính của xì hơi nhiều gồm viêm dạ dày hội chứng ruột kích thích loạn khuẩn ruột nhiễm giun sán và phần lớn là do nguyên nhân từ thực phẩm ăn vào gồm chế độ ăn nhiều tinh bột khoai đậu mì gói nước có gas trứng rượu đường nhân tạo để giảm xì hơi em nên khám chuyên khoa tiêu hóa để xác định nguyên nhân và điều trị thích hợp điều chỉnh lại chế độ ăn hạn chế ăn đồ chua cay nước có gas nhiều dầu mỡ nhiều gia vị café bia rượu và các thực phẩm làm tăng tạo hơi đường ruột có thể dùng thêm probio hay sữa chua mỗi ngày để bổ sung vi khuẩn đường ruột thân mến,O O O O O O O O O O O O COMMA O O O O COMMA O O COMMA O O O O O O O O O O O O O O COMMA O O O O O O COMMA COMMA COMMA O COMMA O O COMMA COMMA COMMA O O O O O O COMMA O O O O O O O O O O O O O O O O COMMA O O O O O COMMA O O O O O COMMA O O COMMA O O COMMA O O COMMA COMMA O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O PERIOD O PERIOD,,
train_012281,train,"Giờ mặt thâm thâm thì phải làm thế nào ạ? Chào em, cồn bsi có thể gây tình trạng viêm da do tiếp xúc, do đó có thể gây tăng sắc tố sau khi viêm. Hiện tại em nên tránh nắng và sử dụng thuốc thoa chống nắng, tình trạng tăng sắc tố này sẽ giảm dần theo thời gian. Bên cạnh đó em có thể thoa anzela cream hoặc effasun cream thoa từ 1-2 lần/ngày. Thân mến. Bac si cho e hoi e bi covic dang cach ly tai nha duoc 21 ngay roi e di tes ct-prc ket qua ct29 la con benh hay kg vay bac si chào bạn, kết quả này thể hiện bạn vẫn còn mắc covid-19 và với ct29, bạn vẫn có khả năng lây nhiễm cho người xung quanh.",giờ mặt thâm thâm thì phải làm thế nào ạ chào em cồn bsi có thể gây tình trạng viêm da do tiếp xúc do đó có thể gây tăng sắc tố sau khi viêm hiện tại em nên tránh nắng và sử dụng thuốc thoa chống nắng tình trạng tăng sắc tố này sẽ giảm dần theo thời gian bên cạnh đó em có thể thoa anzela cream hoặc effasun cream thoa từ 1-2 lần/ngày thân mến bac si cho e hoi e bi covic dang cach ly tai nha duoc 21 ngay roi e di tes ct-prc ket qua ct29 la con benh hay kg vay bac si chào bạn kết quả này thể hiện bạn vẫn còn mắc covid-19 và với ct29 bạn vẫn có khả năng lây nhiễm cho người xung quanh,O O O O O O O O O QUESTION O COMMA O O O O O O O O O O O COMMA O O O O O O O O O O PERIOD O O O O O O O O O O O O COMMA O O O O O O O O O O O PERIOD O O O O O O O O O O O O O O O PERIOD O PERIOD O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O COMMA O O O O O O O O O O PERIOD,,
train_012677,train,"Trong trường hợp nặng, cần đặt nẹp bột bất động khớp trong tư thế cơ năngnên chườm lạnh bên ngoài bằngnước đá hoặc nước lạnh trong 4 giờ đầu. Việc chườm đá làm dịu đau và co mạchngưng chảy máu, bớt phù nề. Và sau ngày thứ 2, nên ngâm chỗ bị bong gân trongnước ấm từ 3-4 lần trong ngàykê đầu chi bị bong gân lên cao khi nghỉ ngơi và nằm ngủ. Ngoài ra, có thể dùng thuốc giảm đau, tiện nhất là alaxan uống 1-2 viên/lần, 3 lần trong ngày. Không dùng aspirin vì thuốc này chống ngưng kết tiểu cầu, gây chảy máu. Em nên hạn chế đi lại. Chúc em mau lành bênh. Cho tôi hỏi viêm hang vị dạ dày mãn tính có thể chữa khỏi không ạ? Cảm ơn bác sĩ. Chào bạn.",trong trường hợp nặng cần đặt nẹp bột bất động khớp trong tư thế cơ năngnên chườm lạnh bên ngoài bằngnước đá hoặc nước lạnh trong 4 giờ đầu việc chườm đá làm dịu đau và co mạchngưng chảy máu bớt phù nề và sau ngày thứ 2 nên ngâm chỗ bị bong gân trongnước ấm từ 3-4 lần trong ngàykê đầu chi bị bong gân lên cao khi nghỉ ngơi và nằm ngủ ngoài ra có thể dùng thuốc giảm đau tiện nhất là alaxan uống 1-2 viên/lần 3 lần trong ngày không dùng aspirin vì thuốc này chống ngưng kết tiểu cầu gây chảy máu em nên hạn chế đi lại chúc em mau lành bênh cho tôi hỏi viêm hang vị dạ dày mãn tính có thể chữa khỏi không ạ cảm ơn bác sĩ chào bạn,O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O COMMA O O PERIOD O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD O COMMA O O O O O COMMA O O O O O O COMMA O O O PERIOD O O O O O O O O O O COMMA O O PERIOD O O O O O PERIOD O O O O PERIOD O O O O O O O O O O O O O O O QUESTION O O O PERIOD O PERIOD,,
train_013239,train,"Sau 45 ngày liệu thuốc còn ảnh hưởng không? Men gan của tôi cao gấp 18 lần trị số bình thường. Qua nghiên cứu mạng tôi thấy men gan cao đó là viêm gan cấp. Tôi đã xét nghiệm viêm gan c, b sau 11 tuần tiếp xúc âm tính. Xin hỏi bác sĩ men gan của tôi như vậy có thể do nguyên nhân gì? Xin vui lòng trả lời câu hỏi của tôi. Cảm ơn bác sĩ. Chào bạn, mặc dù men gan tăng khá cao nhưng chưa có dấu hiệu suy gan cấp nên xử trí chủ yếu là theo dõi và tìm nguyên nhân.",sau 45 ngày liệu thuốc còn ảnh hưởng không men gan của tôi cao gấp 18 lần trị số bình thường qua nghiên cứu mạng tôi thấy men gan cao đó là viêm gan cấp tôi đã xét nghiệm viêm gan c b sau 11 tuần tiếp xúc âm tính xin hỏi bác sĩ men gan của tôi như vậy có thể do nguyên nhân gì xin vui lòng trả lời câu hỏi của tôi cảm ơn bác sĩ chào bạn mặc dù men gan tăng khá cao nhưng chưa có dấu hiệu suy gan cấp nên xử trí chủ yếu là theo dõi và tìm nguyên nhân,O O O O O O O O QUESTION O O O O O O O O O O O PERIOD O O O O O O O O O O O O O PERIOD O O O O O O COMMA O O O O O O O PERIOD O O O O O O O O O O O O O O O QUESTION O O O O O O O O PERIOD O O O PERIOD O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
train_013397,train,"Tốt nhất, khi bị bệnh, cần đến khám chuyên khoa da liễu để bác sỹ kiểm tra tình trạng và đưa ra phác đồ điều trị hợp lý thân mến dạ thưa bác sĩ, em mới có kết quả mình dương tính với giun đũa chó là 82, cũng là lúc em biết mình mang thai 4 tuần. Bác sĩ cho em hỏi nếu em mang thai thì có dễ bị sảy thai hay không ạ? Em sẩy thai 2 lần rồi. Mong được bác sĩ tư vấn. Chào bạn, xét nghiệm máu dương tính với giun đũa chó không có nghĩa là bạn đang mắc bệnh. Nguyên nhân sẩy thai rất nhiều, nếu sẩy trên 2 lần thì cần khám tiền sản để tầm soát các nguyên nhân khác thường gặp hơn là giun đũa chó.",tốt nhất khi bị bệnh cần đến khám chuyên khoa da liễu để bác sỹ kiểm tra tình trạng và đưa ra phác đồ điều trị hợp lý thân mến dạ thưa bác sĩ em mới có kết quả mình dương tính với giun đũa chó là 82 cũng là lúc em biết mình mang thai 4 tuần bác sĩ cho em hỏi nếu em mang thai thì có dễ bị sảy thai hay không ạ em sẩy thai 2 lần rồi mong được bác sĩ tư vấn chào bạn xét nghiệm máu dương tính với giun đũa chó không có nghĩa là bạn đang mắc bệnh nguyên nhân sẩy thai rất nhiều nếu sẩy trên 2 lần thì cần khám tiền sản để tầm soát các nguyên nhân khác thường gặp hơn là giun đũa chó,O COMMA O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O COMMA O O O O O O O O O PERIOD O O O O O O O O O O O O O O O O O QUESTION O O O O O PERIOD O O O O O PERIOD O COMMA O O O O O O O O O O O O O O O O PERIOD O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O PERIOD,,
